loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20
lotomania,2464,05/05/2023,False,08,10,11,16,17,18,24,26,29,41,45,51,54,59,70,80,87,94,96,97,24,80,16,45,10,18,94,08,97,41,96,26,54,70,87,51,11,29,59,17
lotomania,2465,08/05/2023,True,07,13,28,29,30,34,35,40,43,59,63,64,75,76,80,81,85,87,93,99,43,85,63,76,80,59,30,93,35,81,29,75,64,99,07,87,13,40,34,28
lotomania,2466,10/05/2023,True,03,05,13,21,24,28,30,32,35,36,42,55,61,62,70,73,83,86,91,94,28,05,62,70,91,32,61,86,21,03,24,94,42,55,36,35,73,83,30,13
lotomania,2467,12/05/2023,True,06,07,09,10,13,14,18,20,22,23,25,32,34,41,44,50,56,65,71,84,09,13,41,56,14,18,20,07,22,50,23,71,65,84,34,10,06,44,32,25
lotomania,2468,15/05/2023,False,01,04,06,14,15,20,32,40,43,45,54,57,67,74,75,81,92,93,94,99,43,81,40,15,45,32,93,14,06,92,20,01,99,94,67,74,57,54,04,75
lotomania,2469,17/05/2023,True,07,10,11,15,23,29,31,35,36,47,60,61,65,68,70,86,92,93,97,99,15,92,10,65,93,47,31,36,68,60,35,99,07,23,97,61,29,11,70,86
lotomania,2470,19/05/2023,True,00,04,06,14,23,25,33,37,42,49,53,56,60,61,62,69,84,91,96,97,23,14,53,56,96,69,49,06,91,61,04,00,25,42,97,33,60,84,37,62
lotomania,2471,22/05/2023,True,00,03,05,14,25,26,35,37,38,39,51,65,69,73,75,77,79,84,90,98,51,73,38,79,05,75,65,90,03,84,35,77,26,39,98,25,69,37,14,00
lotomania,2472,24/05/2023,True,03,04,16,20,28,43,47,49,51,54,58,61,62,63,71,82,84,86,91,95,95,63,82,47,51,86,71,20,54,91,28,49,61,84,43,04,58,16,03,62
lotomania,2473,26/05/2023,True,02,05,13,18,19,26,30,33,41,43,45,59,63,64,67,68,72,79,90,95,41,90,68,02,63,72,05,19,33,18,64,95,13,79,59,30,26,45,43,67
lotomania,2474,29/05/2023,True,07,11,12,14,19,22,26,28,31,32,36,43,46,48,50,51,64,69,75,94,26,46,43,51,36,69,14,64,94,75,12,50,32,48,07,31,19,11,28,22
lotomania,2475,31/05/2023,False,05,06,10,15,16,18,21,27,29,33,34,41,42,47,50,56,63,71,83,99,99,05,56,21,83,27,47,18,29,63,50,15,33,34,06,10,42,71,41,16
lotomania,2476,02/06/2023,True,10,12,15,16,17,26,44,46,47,53,56,62,64,72,75,78,85,92,94,95,47,10,12,53,75,85,64,95,72,44,46,16,78,94,26,17,56,15,92,62
lotomania,2477,05/06/2023,True,02,06,12,22,31,34,58,63,64,67,70,72,75,76,80,83,89,92,96,98,31,67,80,63,76,02,92,96,75,58,83,22,34,12,72,89,98,64,06,70
lotomania,2478,07/06/2023,True,00,05,07,11,22,35,37,50,58,66,67,74,80,83,86,87,88,90,92,94,05,92,94,00,67,88,74,83,07,90,11,35,50,66,37,86,87,80,58,22
lotomania,2479,09/06/2023,True,13,18,26,31,44,45,57,58,59,60,61,62,64,65,73,76,82,88,89,90,90,65,13,31,59,64,62,60,82,76,61,45,18,26,58,57,89,73,44,88
lotomania,2480,12/06/2023,True,00,01,14,17,18,19,35,37,52,56,59,67,69,71,74,87,91,93,96,99,18,96,99,52,69,91,35,17,00,37,67,59,87,01,71,19,14,56,93,74
lotomania,2481,14/06/2023,True,05,08,18,21,28,31,32,37,40,44,47,52,55,56,60,62,75,78,89,92,05,18,37,08,31,56,28,60,92,75,47,55,44,52,89,32,62,78,40,21
lotomania,2482,16/06/2023,True,00,11,13,17,25,28,31,32,33,34,39,41,42,63,64,78,81,83,87,90,90,64,33,25,13,11,87,41,83,00,78,28,63,42,31,34,17,81,39,32
lotomania,2483,19/06/2023,True,02,14,19,27,38,41,55,59,60,67,68,69,70,74,76,78,81,90,98,99,70,74,76,69,41,14,59,02,55,90,98,27,68,38,81,99,19,60,67,78
lotomania,2484,21/06/2023,True,02,06,09,13,18,19,21,24,40,41,51,52,53,54,56,65,79,82,86,95,52,82,95,21,19,40,65,09,13,06,51,18,24,54,56,86,41,79,02,53
lotomania,2485,23/06/2023,True,02,05,06,07,11,12,23,42,43,44,66,74,76,79,82,84,85,86,89,92,12,92,43,85,05,66,07,42,79,11,06,82,84,89,44,23,76,86,74,02
lotomania,2486,26/06/2023,True,06,13,16,17,28,33,40,45,46,48,52,67,72,73,79,85,93,94,97,98,97,33,52,94,72,48,06,40,93,28,73,45,85,79,67,46,98,16,17,13
lotomania,2487,28/06/2023,False,00,02,03,08,14,18,23,25,27,31,48,62,65,76,83,84,88,90,91,95,65,76,25,91,90,08,00,02,95,31,48,18,84,23,27,62,88,14,03,83
lotomania,2488,30/06/2023,True,01,02,09,19,20,25,27,51,54,56,59,61,62,63,67,73,81,90,95,99,51,19,73,20,62,27,63,09,95,81,01,02,54,59,25,56,99,67,61,90
lotomania,2489,03/07/2023,True,04,07,14,21,22,37,38,41,45,46,53,66,76,77,78,81,85,87,93,94,46,04,66,87,94,53,07,77,45,76,14,93,38,37,41,22,78,81,85,21
lotomania,2490,05/07/2023,True,00,02,10,13,23,28,31,35,37,40,42,45,52,64,77,79,81,88,90,92,45,77,52,23,35,92,90,13,42,00,79,81,40,02,31,28,10,64,88,37
lotomania,2491,07/07/2023,True,00,01,11,14,15,20,26,32,40,49,50,57,61,63,70,73,78,82,85,99,32,50,14,40,99,63,82,85,70,26,00,11,61,73,78,57,20,49,15,01
lotomania,2492,10/07/2023,True,01,02,10,12,15,17,26,27,28,30,37,48,54,55,71,77,78,83,86,97,77,48,17,15,30,97,78,01,54,37,02,12,28,86,83,27,55,10,26,71
lotomania,2493,12/07/2023,False,12,15,24,25,26,28,46,49,54,63,69,74,75,78,82,84,88,89,92,99,75,74,63,69,99,26,25,92,84,28,49,89,54,46,78,12,82,88,24,15
lotomania,2494,14/07/2023,True,07,24,36,38,39,47,50,53,56,57,58,64,65,71,74,77,80,81,86,89,39,36,38,64,65,57,80,47,58,50,89,86,74,77,07,53,24,56,71,81
lotomania,2495,17/07/2023,True,05,19,23,36,42,48,49,63,66,68,69,78,79,84,85,88,91,95,97,98,98,91,19,68,78,85,49,69,23,66,79,42,95,88,84,48,63,36,97,05
lotomania,2496,19/07/2023,True,00,07,20,30,34,35,38,43,51,52,54,57,58,61,69,74,82,83,88,97,07,61,51,38,58,83,30,97,00,52,34,43,54,35,88,57,74,69,20,82
lotomania,2497,21/07/2023,True,02,03,07,10,12,16,17,23,24,25,32,33,34,45,47,49,74,76,82,83,25,12,17,49,82,10,16,07,76,23,32,47,45,24,03,33,83,02,34,74
lotomania,2498,24/07/2023,True,04,05,06,08,13,27,32,35,39,44,61,62,63,68,75,85,89,90,92,94,68,27,08,90,89,32,63,85,61,35,13,75,62,92,94,06,04,05,39,44
lotomania,2499,26/07/2023,True,00,02,05,06,21,28,33,34,37,44,53,61,65,68,78,80,86,89,90,92,02,44,89,37,90,86,80,34,06,65,05,00,28,33,68,53,21,61,92,78
lotomania,2500,28/07/2023,True,24,27,31,34,35,41,46,48,51,55,56,57,67,73,74,75,76,90,91,93,56,48,93,75,73,76,74,67,55,46,27,90,24,91,41,35,57,34,51,31
lotomania,2501,31/07/2023,True,02,13,19,21,28,29,40,45,50,58,62,67,71,75,79,81,83,86,90,95,13,83,62,29,75,79,95,45,71,90,50,40,86,67,81,28,58,02,21,19
lotomania,2502,02/08/2023,True,01,03,11,21,25,28,44,45,48,53,61,73,77,78,79,89,90,91,93,99,61,28,48,93,44,45,11,53,78,90,99,77,01,91,21,89,73,79,03,25
lotomania,2503,04/08/2023,True,02,04,07,13,14,18,23,24,26,28,37,39,45,53,54,76,79,87,94,99,53,04,45,18,24,07,28,79,99,02,37,13,54,39,23,94,76,87,14,26
lotomania,2504,07/08/2023,True,00,11,22,25,33,34,39,40,47,50,57,59,60,61,63,67,68,80,87,94,68,39,61,11,22,34,87,94,40,59,50,25,80,47,33,57,00,63,67,60
lotomania,2505,09/08/2023,True,01,03,10,11,14,16,18,24,25,29,34,41,44,50,52,58,70,71,73,96,01,73,71,29,03,58,50,11,10,25,18,24,44,41,96,34,14,52,16,70
lotomania,2506,11/08/2023,True,05,14,16,19,29,30,33,43,49,50,52,53,54,57,61,77,83,86,93,98,05,52,49,30,54,86,19,16,93,77,14,43,29,57,83,53,33,98,61,50
lotomania,2507,14/08/2023,True,05,10,11,18,19,22,25,26,29,35,37,50,53,57,62,75,84,87,89,98,57,29,53,75,89,84,50,26,35,62,87,37,98,19,05,25,10,22,11,18
lotomania,2508,16/08/2023,False,00,02,09,10,11,20,22,40,44,46,51,58,60,71,73,77,80,87,92,99,11,09,51,22,58,87,20,10,92,99,00,46,80,60,77,73,44,40,71,02
lotomania,2509,18/08/2023,True,00,05,06,15,16,23,27,34,37,52,55,59,60,62,63,67,71,76,89,92,06,05,15,52,63,37,92,60,59,27,71,89,55,67,16,62,00,23,34,76
lotomania,2510,21/08/2023,True,00,11,18,20,25,30,32,39,45,55,67,71,73,79,80,88,91,93,95,97,67,20,11,80,97,55,32,30,71,18,39,79,45,73,88,00,93,95,25,91
lotomania,2511,23/08/2023,True,00,04,16,19,24,30,35,41,46,55,62,63,72,74,83,84,85,94,95,99,84,55,72,74,41,94,95,63,62,00,30,19,99,04,35,85,16,83,46,24
lotomania,2512,25/08/2023,True,00,04,10,11,27,29,33,45,49,50,58,67,74,81,83,84,85,89,91,92,74,84,85,50,04,45,81,92,58,29,11,89,33,91,00,83,10,67,27,49
lotomania,2513,28/08/2023,True,05,06,19,24,25,28,36,38,40,48,50,56,59,64,68,69,79,87,98,99,56,64,40,38,68,36,59,99,50,79,19,28,48,05,25,24,69,87,98,06
lotomania,2514,30/08/2023,True,05,07,12,20,23,28,31,40,47,56,58,68,69,76,80,81,83,92,93,96,28,68,58,23,12,96,92,93,83,05,47,81,07,31,56,40,20,76,69,80
lotomania,2515,01/09/2023,True,04,07,13,15,16,18,19,27,28,35,46,61,73,74,75,78,83,84,87,94,78,46,83,15,84,87,18,13,16,28,04,61,27,35,74,07,94,19,75,73
lotomania,2516,04/09/2023,True,15,16,18,28,29,30,34,42,43,46,53,60,63,77,79,81,85,89,90,94,94,43,18,28,46,79,90,85,89,34,16,53,42,63,30,81,15,60,29,77
lotomania,2517,06/09/2023,True,13,26,34,35,37,38,44,46,53,54,55,58,63,73,74,81,89,90,91,97,44,97,46,38,73,53,90,54,58,63,89,13,37,91,55,34,81,26,35,74
lotomania,2518,08/09/2023,True,01,08,12,19,33,34,42,45,50,51,53,60,73,74,77,91,92,95,96,98,08,01,51,98,42,34,92,77,53,50,91,74,95,19,73,12,45,33,60,96
lotomania,2519,11/09/2023,True,01,02,06,10,18,21,22,25,35,41,47,57,59,60,68,70,79,82,85,93,68,93,22,21,70,57,01,10,59,60,35,85,02,18,25,47,41,06,79,82
lotomania,2520,13/09/2023,False,05,09,15,16,19,33,42,44,46,49,51,55,56,60,63,67,69,82,85,91,55,16,15,82,91,19,51,05,85,46,67,44,49,56,69,09,60,33,63,42
lotomania,2521,15/09/2023,True,06,08,14,18,19,34,46,48,49,51,53,60,64,67,70,72,90,94,96,99,94,90,67,19,51,99,06,18,64,14,72,48,49,53,60,70,08,96,46,34
lotomania,2522,18/09/2023,True,05,07,13,15,16,19,21,22,25,33,37,43,65,70,73,78,93,95,96,98,73,95,43,22,65,21,05,16,98,07,70,13,19,93,33,25,37,96,78,15
lotomania,2523,20/09/2023,True,06,11,21,23,27,39,41,45,59,67,69,74,76,77,78,83,85,89,91,92,27,91,41,69,76,59,39,23,74,78,77,83,06,67,85,89,45,21,92,11
lotomania,2524,22/09/2023,True,04,07,16,22,24,33,34,36,42,43,44,47,50,58,74,81,82,88,94,95,44,43,34,22,58,88,47,82,33,95,36,42,24,50,94,04,16,81,74,07
lotomania,2525,25/09/2023,False,00,02,04,05,06,12,29,31,38,39,43,54,60,62,67,79,83,86,87,99,02,43,87,29,60,79,83,06,99,67,86,04,31,12,05,38,62,00,39,54
lotomania,2526,27/09/2023,True,02,16,17,21,27,37,41,42,47,53,63,65,66,69,80,81,84,86,87,98,66,87,80,63,98,81,69,02,37,84,21,27,17,65,53,41,16,47,86,42
lotomania,2527,29/09/2023,False,17,25,36,37,43,47,49,52,57,60,61,63,65,66,68,73,81,83,87,94,36,73,47,87,49,94,83,25,61,57,37,43,63,60,66,81,68,65,17,52
lotomania,2528,02/10/2023,True,05,06,08,11,14,19,23,24,36,41,54,55,63,66,67,75,83,84,96,97,05,06,36,41,55,14,96,23,66,83,97,11,19,84,63,08,24,54,75,67
lotomania,2529,04/10/2023,True,00,03,05,11,12,21,22,35,39,40,46,53,54,59,63,67,77,86,97,99,39,03,77,67,35,46,00,05,63,21,12,97,99,59,53,22,54,11,86,40
lotomania,2530,06/10/2023,True,00,03,14,37,38,39,41,46,47,51,56,60,62,67,69,72,82,85,88,96,56,72,14,38,69,67,37,60,85,46,82,96,88,47,51,39,62,41,00,03
lotomania,2531,09/10/2023,True,03,06,13,21,27,40,48,49,51,54,55,56,59,67,74,80,81,87,92,94,94,81,51,40,67,27,87,03,49,54,59,13,06,74,56,55,21,80,92,48
lotomania,2532,11/10/2023,True,00,03,06,11,13,19,20,25,31,34,38,39,47,51,52,66,75,77,78,93,47,77,31,20,19,78,00,38,66,39,13,03,51,06,34,52,11,75,25,93
lotomania,2533,13/10/2023,True,03,07,12,17,19,23,28,33,34,39,42,44,47,51,53,54,60,67,71,96,12,17,54,07,47,96,33,39,23,03,51,34,42,53,60,28,67,19,71,44
lotomania,2534,16/10/2023,True,07,08,09,27,30,33,36,52,55,56,62,63,69,71,77,83,87,95,96,99,77,56,63,99,27,62,55,83,07,08,33,69,36,52,95,09,87,71,96,30
lotomania,2535,18/10/2023,True,04,08,11,13,15,18,24,29,30,32,47,61,66,76,79,80,82,93,94,98,18,93,11,76,04,94,24,08,98,82,80,66,79,32,61,15,29,13,30,47
lotomania,2536,20/10/2023,False,01,05,20,24,26,28,32,46,48,53,58,66,68,70,71,74,81,85,89,96,46,53,24,01,58,32,26,20,05,81,85,68,66,89,96,48,71,70,28,74
lotomania,2537,23/10/2023,True,03,05,09,10,34,39,42,45,46,49,51,64,65,66,69,73,80,81,89,99,42,39,34,03,64,09,89,65,49,51,46,69,45,10,73,80,66,81,99,05
lotomania,2538,25/10/2023,True,00,11,13,16,22,25,28,29,38,40,45,52,56,64,69,79,86,94,95,96,56,29,16,22,45,69,64,95,96,40,11,13,52,86,00,94,28,25,79,38
lotomania,2539,27/10/2023,True,02,04,21,22,27,29,33,36,38,39,44,48,51,54,56,58,61,76,88,97,04,36,29,48,38,51,54,61,44,02,27,21,97,56,33,39,22,76,58,88
lotomania,2540,30/10/2023,True,01,13,19,20,22,24,28,34,36,37,51,53,67,68,69,80,81,85,89,90,81,01,24,53,22,80,51,68,89,67,20,19,90,13,36,37,69,28,34,85
lotomania,2541,01/11/2023,True,09,13,14,17,19,23,25,27,36,42,46,49,59,65,70,75,82,85,87,90,82,36,19,85,14,90,75,23,09,87,17,42,46,65,27,13,49,70,59,25
lotomania,2542,03/11/2023,True,04,07,10,13,20,22,25,27,29,33,38,44,50,62,63,71,73,75,85,91,91,85,25,50,63,73,04,71,13,22,20,33,10,62,38,07,75,44,27,29
lotomania,2543,06/11/2023,True,02,03,09,11,14,23,29,35,39,41,46,56,62,69,74,79,88,92,94,95,09,35,46,95,92,56,11,94,79,23,41,69,62,02,39,14,29,88,74,03
lotomania,2544,08/11/2023,True,00,14,15,21,24,32,36,38,41,48,50,54,66,68,79,82,84,87,94,96,79,15,54,21,50,36,24,94,41,32,00,68,38,87,84,96,66,48,14,82
lotomania,2545,10/11/2023,True,01,06,15,19,22,25,28,31,37,41,42,50,52,62,63,69,84,87,90,93,63,62,41,87,31,90,84,15,19,50,52,01,28,37,42,22,93,06,25,69
lotomania,2546,13/11/2023,False,09,12,17,23,27,35,41,43,51,69,72,73,78,83,85,88,90,93,94,96,90,83,72,09,94,27,73,93,78,88,69,17,43,85,41,96,51,23,35,12
lotomania,2547,16/11/2023,True,10,12,17,26,30,33,37,61,62,64,66,67,72,75,78,79,83,88,94,99,83,72,79,26,66,12,62,94,75,64,33,61,99,17,30,37,88,67,10,78
lotomania,2548,17/11/2023,True,06,07,13,15,17,22,24,30,33,41,50,51,62,63,67,69,84,86,88,94,24,15,51,69,13,30,94,33,22,88,50,17,62,06,67,63,41,84,86,07
lotomania,2549,20/11/2023,True,00,01,05,13,15,23,26,28,34,57,58,59,68,69,76,79,82,84,91,96,15,84,91,58,69,23,76,79,68,57,01,96,00,05,13,82,59,28,34,26
lotomania,2550,22/11/2023,True,05,11,15,19,21,24,33,38,40,42,49,56,66,69,78,80,81,83,95,97,21,33,80,11,95,24,38,97,56,69,40,66,15,19,83,05,42,81,49,78
lotomania,2551,24/11/2023,True,03,05,08,12,23,33,36,39,42,43,47,57,58,61,66,67,71,72,85,98,67,71,42,36,05,61,98,58,39,08,03,66,43,47,23,33,85,72,12,57
lotomania,2552,27/11/2023,True,09,11,12,19,29,36,40,51,55,62,63,66,70,76,78,82,92,93,94,97,29,63,11,66,40,94,97,70,19,93,78,82,55,92,62,36,12,76,51,09
lotomania,2553,29/11/2023,True,07,17,25,29,30,35,40,41,43,46,54,56,66,71,78,85,87,89,93,94,29,89,85,46,93,54,25,07,17,87,43,41,66,94,30,56,40,35,78,71
lotomania,2554,01/12/2023,True,03,06,07,16,19,24,25,27,29,30,34,36,50,51,54,76,82,87,93,98,76,50,06,93,51,98,19,07,82,27,36,54,16,03,87,24,29,25,34,30
lotomania,2555,04/12/2023,True,02,05,17,20,22,23,28,29,30,33,50,51,56,59,60,64,65,90,96,99,65,22,20,59,33,29,64,90,60,28,99,51,05,02,50,96,30,17,56,23
lotomania,2556,06/12/2023,True,05,08,10,13,14,23,24,27,28,30,34,36,48,49,50,69,73,77,86,99,48,28,27,50,69,08,73,49,86,13,24,10,99,77,36,05,14,34,30,23
lotomania,2557,08/12/2023,True,00,02,04,08,22,26,40,48,52,55,61,68,70,73,80,81,82,85,90,98,02,52,80,00,98,61,04,48,70,73,55,08,82,85,40,68,90,81,22,26
lotomania,2558,11/12/2023,False,04,10,11,14,15,19,21,23,33,36,38,43,44,47,58,69,70,76,77,92,76,38,11,69,92,10,23,33,47,36,44,58,43,77,19,14,15,04,21,70
lotomania,2559,13/12/2023,True,16,23,31,36,37,41,46,49,53,56,59,67,71,72,79,82,92,94,97,98,56,98,92,36,82,97,46,94,37,67,23,31,16,72,49,41,79,59,53,71
lotomania,2560,15/12/2023,True,08,15,16,20,22,32,36,39,43,52,56,64,65,70,77,79,81,87,88,91,70,08,16,91,22,32,36,87,88,15,20,64,79,81,56,43,77,39,65,52
lotomania,2561,18/12/2023,True,01,02,11,13,24,25,26,30,32,33,42,44,46,48,52,55,68,74,79,82,11,25,52,48,74,79,82,32,42,02,30,44,46,01,13,33,68,24,26,55
lotomania,2562,20/12/2023,True,05,06,10,15,24,25,35,43,44,50,51,53,56,69,70,73,77,80,85,86,77,80,15,56,50,86,10,53,69,73,70,25,51,85,06,35,24,05,44,43
lotomania,2563,22/12/2023,True,00,02,24,26,34,53,55,56,57,58,59,64,70,73,74,85,93,94,96,99,99,73,94,64,57,34,02,70,96,00,56,55,59,85,53,93,26,74,58,24
lotomania,2564,26/12/2023,True,01,03,06,07,12,15,41,43,49,59,63,73,78,79,82,90,91,93,94,97,79,41,06,93,43,90,97,03,59,91,01,94,07,73,63,15,12,78,82,49
lotomania,2565,27/12/2023,True,00,01,04,16,21,24,25,28,31,32,41,46,63,64,65,67,68,72,86,98,04,72,28,24,32,46,31,25,01,98,00,67,68,63,41,64,65,21,16,86
lotomania,2566,29/12/2023,True,01,04,10,20,21,24,42,43,51,55,71,72,77,78,79,86,87,90,94,95,01,87,21,90,72,24,77,43,86,55,51,78,71,04,10,20,42,95,94,79
lotomania,2567,03/01/2024,True,00,05,10,12,19,27,31,32,34,38,39,42,45,48,62,64,65,66,96,97,66,10,62,19,27,32,34,05,38,31,42,96,12,64,65,48,97,00,39,45
lotomania,2568,05/01/2024,True,00,01,09,13,24,33,45,47,54,61,67,78,79,81,85,88,89,90,93,98,79,67,93,85,24,00,90,47,81,78,01,89,98,09,54,45,33,61,88,13
lotomania,2569,08/01/2024,True,04,10,13,15,20,23,28,30,45,46,47,56,61,66,72,77,82,89,93,98,15,10,89,46,28,45,13,04,23,66,30,20,47,82,61,93,77,56,98,72
lotomania,2570,10/01/2024,True,06,09,19,21,23,32,34,36,45,49,62,65,66,67,86,88,89,91,92,95,19,62,45,86,95,09,92,34,23,36,91,65,66,32,89,06,21,67,49,88
lotomania,2571,12/01/2024,True,07,09,12,15,26,29,34,38,44,51,57,66,67,69,70,72,74,76,85,93,76,26,29,93,15,69,44,70,34,74,85,51,57,67,12,07,72,38,66,09
lotomania,2572,15/01/2024,False,01,03,04,13,14,20,23,25,34,48,61,66,69,74,80,85,86,91,92,94,74,25,34,86,20,92,66,69,85,13,01,61,23,14,80,94,03,48,04,91
lotomania,2573,17/01/2024,True,10,17,18,20,22,46,48,49,57,61,62,66,77,79,81,84,95,96,97,98,96,48,46,10,98,79,57,20,61,66,97,77,22,49,84,95,18,62,17,81
lotomania,2574,19/01/2024,True,06,08,11,16,25,30,35,37,40,44,57,58,71,73,74,77,80,85,89,95,44,30,08,58,25,73,85,95,16,71,89,35,77,11,74,80,57,37,06,40
lotomania,2575,22/01/2024,True,04,13,23,30,34,50,52,54,56,58,67,68,69,73,74,80,87,91,96,99,96,58,04,56,67,52,23,80,13,74,54,30,50,73,99,69,87,34,91,68
lotomania,2576,24/01/2024,True,04,07,10,28,31,32,34,46,48,49,52,60,68,69,72,78,88,91,95,98,98,78,95,52,60,48,88,69,04,49,07,68,34,91,72,46,32,31,28,10
lotomania,2577,26/01/2024,True,00,01,02,05,14,19,22,24,32,35,38,41,46,50,54,60,77,79,90,97,54,02,24,46,90,19,01,00,41,38,35,22,32,05,97,14,77,79,60,50
lotomania,2578,29/01/2024,True,07,08,10,13,14,21,34,41,45,55,56,59,62,66,73,78,79,88,90,98,14,13,98,07,41,78,34,88,10,73,59,90,79,66,55,08,56,21,45,62
lotomania,2579,31/01/2024,True,05,11,13,39,41,45,46,49,52,54,60,61,67,70,79,85,87,89,90,94,61,45,39,67,79,11,94,52,49,85,46,60,90,41,05,13,54,89,87,70
lotomania,2580,02/02/2024,True,00,01,02,03,05,19,43,46,47,54,59,61,70,78,83,85,87,88,90,94,59,02,90,03,01,70,46,78,94,54,61,47,43,83,00,87,19,05,88,85
lotomania,2581,05/02/2024,True,01,16,20,21,26,33,35,37,40,53,56,57,66,74,75,76,79,84,92,95,37,66,33,16,40,20,21,74,56,26,75,84,79,57,53,92,95,76,35,01
lotomania,2582,07/02/2024,True,00,01,02,08,09,13,24,31,41,50,53,58,65,68,71,78,92,93,94,97,13,00,58,65,68,97,53,09,71,41,50,01,31,92,08,94,78,24,02,93
lotomania,2583,09/02/2024,True,12,21,24,28,33,39,58,59,60,64,65,68,69,76,78,79,82,89,97,98,68,76,65,98,33,59,39,21,58,82,28,69,12,89,24,79,97,64,78,60
lotomania,2584,14/02/2024,True,00,02,25,29,36,40,50,61,63,64,65,66,73,74,76,77,80,81,82,85,65,29,40,77,25,02,85,76,64,36,73,66,61,00,80,81,82,50,74,63
lotomania,2585,16/02/2024,False,00,17,22,30,40,41,46,49,51,63,70,71,77,80,87,88,89,92,93,94,71,49,92,30,41,17,00,70,88,51,94,40,63,80,22,46,77,87,89,93
lotomania,2586,19/02/2024,True,00,01,03,04,07,10,15,33,35,38,41,42,43,48,56,72,74,81,87,99,04,38,48,15,42,33,81,00,87,56,10,03,72,01,43,74,07,35,41,99
lotomania,2587,21/02/2024,True,00,04,10,12,16,23,28,34,41,44,54,56,64,72,76,79,85,90,98,99,41,44,64,72,00,28,79,98,99,85,10,34,23,16,90,76,54,56,12,04
lotomania,2588,23/02/2024,True,02,11,14,21,23,26,32,33,35,45,47,53,56,58,69,77,78,82,84,85,78,11,56,33,14,47,69,26,82,77,58,84,45,85,32,53,23,21,35,02
lotomania,2589,26/02/2024,True,01,04,08,10,13,20,27,33,35,39,42,48,53,63,74,79,84,85,90,92,13,85,92,10,42,27,08,63,90,39,79,35,20,84,48,74,33,04,01,53
lotomania,2590,28/02/2024,True,02,12,17,20,21,24,28,30,41,42,62,67,69,70,82,83,84,86,92,96,24,70,67,96,20,02,17,82,84,92,62,69,86,12,28,83,42,41,21,30
lotomania,2591,01/03/2024,False,03,14,16,31,35,37,38,51,58,61,67,68,69,72,74,86,88,94,95,99,31,74,38,16,14,51,61,94,69,67,95,37,99,88,03,58,35,68,72,86
lotomania,2592,04/03/2024,True,04,05,06,09,13,15,28,32,39,41,49,57,64,65,67,69,79,88,91,94,91,41,79,39,69,65,32,49,15,57,67,28,09,94,64,04,13,06,05,88
lotomania,2593,06/03/2024,True,08,09,11,17,18,21,22,24,27,40,43,51,56,59,64,68,72,83,85,88,21,59,27,11,64,56,72,24,51,09,22,88,18,68,85,83,43,08,17,40
lotomania,2594,08/03/2024,True,01,02,08,10,15,39,44,48,53,54,55,69,72,74,83,86,91,93,96,98,15,93,69,55,53,44,54,96,08,10,91,02,98,39,74,83,48,86,72,01
lotomania,2595,11/03/2024,True,04,14,22,23,28,45,55,61,63,64,70,73,74,75,77,79,81,92,93,94,23,92,94,75,63,74,64,61,79,77,45,81,04,55,70,73,28,22,14,93
lotomania,2596,13/03/2024,True,12,22,23,24,26,33,45,47,49,53,55,65,66,69,78,79,81,82,87,89,87,45,23,49,22,78,53,89,81,47,26,82,79,55,66,69,12,65,24,33
lotomania,2597,15/03/2024,True,10,24,25,28,33,37,38,42,50,54,59,62,74,77,78,85,86,91,95,96,86,38,96,33,62,77,91,50,25,74,42,28,85,59,10,95,24,78,37,54
lotomania,2598,18/03/2024,True,09,14,17,21,22,24,31,34,38,41,44,45,60,63,66,68,70,77,82,92,66,34,68,14,17,22,60,24,41,63,70,77,45,44,82,09,92,38,21,31
lotomania,2599,20/03/2024,True,10,14,16,18,19,21,22,25,38,39,46,56,57,64,71,77,90,93,98,99,16,21,25,56,71,99,90,19,10,98,64,14,57,39,38,46,18,77,93,22
lotomania,2600,22/03/2024,True,00,02,05,09,11,19,33,37,41,43,47,50,53,54,64,71,76,87,93,94,00,64,02,53,71,09,93,41,87,54,37,76,19,47,94,05,33,11,43,50
lotomania,2601,25/03/2024,True,09,14,15,16,17,24,26,40,41,44,49,50,52,54,59,66,68,83,92,98,09,59,24,98,26,50,40,52,17,44,15,41,16,92,83,14,49,66,68,54
lotomania,2602,27/03/2024,True,07,09,15,16,20,27,31,38,43,44,50,63,70,73,77,80,82,90,95,99,07,16,90,09,73,63,95,38,99,20,77,70,27,31,43,50,80,44,82,15
lotomania,2603,01/04/2024,True,06,08,20,25,27,28,42,43,46,50,51,62,73,78,82,84,85,95,96,97,27,84,97,43,28,73,06,51,95,85,46,50,42,62,25,96,20,82,08,78
lotomania,2604,03/04/2024,True,07,08,10,12,19,21,25,27,37,43,45,48,69,75,80,82,84,88,92,93,93,82,43,84,27,48,21,08,10,19,45,92,37,07,69,25,12,75,80,88
lotomania,2605,05/04/2024,False,00,13,16,18,19,22,24,33,34,38,48,64,69,73,76,77,78,83,91,99,64,24,19,33,76,38,73,48,18,78,91,00,16,69,83,34,99,77,22,13
