loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,o1,o2,o3,o4,o5
quina,5661,18/09/2021,False,10,13,30,57,66,66,10,13,57,30
quina,5662,20/09/2021,True,22,34,51,68,74,74,51,34,22,68
quina,5663,21/09/2021,False,23,36,42,55,74,23,74,55,42,36
quina,5664,22/09/2021,True,08,12,60,70,74,70,12,08,74,60
quina,5665,23/09/2021,True,37,43,49,61,66,66,37,43,49,61
quina,5666,24/09/2021,True,04,25,28,37,70,25,37,28,04,70
quina,5667,25/09/2021,True,09,21,54,67,71,21,67,09,71,54
quina,5668,27/09/2021,True,02,03,21,36,77,02,36,21,77,03
quina,5669,28/09/2021,True,11,40,58,71,78,71,11,40,78,58
quina,5670,29/09/2021,True,10,36,39,43,52,36,43,10,39,52
quina,5671,30/09/2021,True,33,36,38,40,76,38,36,33,76,40
quina,5672,01/10/2021,True,04,22,59,69,75,22,04,75,59,69
quina,5673,02/10/2021,False,24,28,31,53,59,31,28,59,53,24
quina,5674,04/10/2021,True,15,37,39,67,73,67,37,73,15,39
quina,5675,05/10/2021,False,23,48,50,52,67,48,67,50,52,23
quina,5676,06/10/2021,True,14,19,35,36,64,14,64,36,19,35
quina,5677,07/10/2021,True,13,17,64,67,75,13,64,17,75,67
quina,5678,08/10/2021,True,09,25,40,52,68,40,68,52,25,09
quina,5679,09/10/2021,True,08,17,34,42,67,42,08,34,17,67
quina,5680,13/10/2021,True,08,10,19,47,73,19,47,10,73,08
quina,5681,14/10/2021,True,27,42,46,47,62,62,42,27,47,46
quina,5682,15/10/2021,True,09,30,33,41,50,09,41,50,33,30
quina,5683,16/10/2021,True,02,21,24,28,56,21,56,02,24,28
quina,5684,18/10/2021,True,05,23,31,32,63,05,63,23,31,32
quina,5685,19/10/2021,True,08,16,44,72,77,44,16,08,72,77
quina,5686,20/10/2021,False,05,28,34,43,56,28,56,43,05,34
quina,5687,21/10/2021,True,04,17,31,52,72,52,72,31,17,04
quina,5688,22/10/2021,True,05,32,46,65,69,65,32,69,05,46
quina,5689,23/10/2021,True,11,43,45,49,56,11,43,49,56,45
quina,5690,25/10/2021,True,15,28,41,44,60,60,28,44,41,15
quina,5691,26/10/2021,True,26,59,60,61,73,59,60,73,61,26
quina,5692,27/10/2021,False,24,46,49,64,76,49,64,46,24,76
quina,5693,28/10/2021,True,06,41,67,69,70,69,67,41,06,70
quina,5694,29/10/2021,True,09,12,25,35,63,35,25,09,12,63
quina,5695,30/10/2021,True,02,24,25,33,44,44,33,25,24,02
quina,5696,03/11/2021,False,01,51,52,62,80,80,52,51,01,62
quina,5697,04/11/2021,True,04,17,33,37,60,37,33,60,04,17
quina,5698,05/11/2021,True,16,39,43,45,77,77,45,43,39,16
quina,5699,06/11/2021,True,10,15,22,74,78,74,22,15,10,78
quina,5700,08/11/2021,True,08,32,40,49,55,55,49,32,08,40
quina,5701,09/11/2021,True,04,08,26,44,46,04,44,46,08,26
quina,5702,10/11/2021,True,07,10,15,33,69,10,69,33,07,15
quina,5703,11/11/2021,True,09,30,38,39,54,39,09,54,38,30
quina,5704,12/11/2021,True,09,16,54,63,64,16,09,54,64,63
quina,5705,13/11/2021,False,08,33,47,53,61,08,47,61,53,33
quina,5706,16/11/2021,True,06,09,24,31,74,74,09,31,24,06
quina,5707,17/11/2021,True,25,35,53,69,78,53,25,35,69,78
quina,5708,18/11/2021,True,02,04,33,52,65,33,65,52,02,04
quina,5709,19/11/2021,True,17,44,49,50,65,17,49,44,65,50
quina,5710,20/11/2021,True,08,22,45,53,71,45,08,22,53,71
quina,5711,22/11/2021,True,06,14,26,33,70,26,14,06,33,70
quina,5712,23/11/2021,True,16,19,36,54,59,16,54,59,19,36
quina,5713,24/11/2021,True,11,21,25,47,72,11,47,21,25,72
quina,5714,25/11/2021,True,26,32,39,60,76,26,60,39,32,76
quina,5715,26/11/2021,True,25,37,44,51,60,44,60,37,25,51
quina,5716,27/11/2021,True,06,26,72,76,77,76,06,77,72,26
quina,5717,29/11/2021,True,28,35,45,64,72,28,35,45,64,72
quina,5718,30/11/2021,False,06,20,56,57,62,57,20,06,62,56
quina,5719,01/12/2021,True,12,23,59,60,72,72,59,12,23,60
quina,5720,02/12/2021,True,04,06,15,40,44,06,40,04,15,44
quina,5721,03/12/2021,True,14,32,36,45,50,36,45,14,50,32
quina,5722,04/12/2021,True,14,40,51,56,57,40,14,56,51,57
quina,5723,06/12/2021,True,07,30,47,54,64,07,47,64,54,30
quina,5724,07/12/2021,True,22,35,45,48,76,22,45,76,35,48
quina,5725,08/12/2021,True,01,28,55,57,61,55,57,61,01,28
quina,5726,09/12/2021,True,19,51,57,67,77,67,77,51,57,19
quina,5727,10/12/2021,True,06,11,17,41,57,57,17,06,11,41
quina,5728,11/12/2021,True,30,43,54,76,77,30,76,43,54,77
quina,5729,13/12/2021,False,32,38,42,44,46,44,42,38,46,32
quina,5730,14/12/2021,True,13,56,59,61,63,61,56,13,59,63
quina,5731,15/12/2021,True,29,45,56,60,77,56,45,29,60,77
quina,5732,16/12/2021,True,34,51,56,65,71,56,65,34,51,71
quina,5733,17/12/2021,True,04,12,24,30,56,12,56,30,04,24
quina,5734,18/12/2021,True,26,27,29,74,77,29,74,27,26,77
quina,5735,20/12/2021,True,01,03,06,64,65,06,01,03,64,65
quina,5736,21/12/2021,False,03,07,29,51,55,03,51,55,29,07
quina,5737,22/12/2021,False,15,36,40,53,58,53,15,58,40,36
quina,5738,23/12/2021,True,05,18,26,46,65,05,26,65,46,18
quina,5739,24/12/2021,True,36,55,58,66,71,58,55,66,71,36
quina,5740,27/12/2021,True,19,24,32,35,72,24,72,32,19,35
quina,5741,28/12/2021,True,07,50,52,73,78,73,78,50,52,07
quina,5742,29/12/2021,True,08,11,19,41,73,11,41,73,19,08
quina,5743,30/12/2021,True,09,49,51,54,71,51,49,09,54,71
quina,5744,03/01/2022,True,28,37,51,59,72,59,51,72,28,37
quina,5745,04/01/2022,False,02,09,47,51,77,77,09,51,02,47
quina,5746,05/01/2022,True,08,16,28,56,59,56,28,16,59,08
quina,5747,06/01/2022,True,22,35,38,53,71,53,38,22,35,71
quina,5748,07/01/2022,True,04,07,16,43,79,04,07,79,16,43
quina,5749,08/01/2022,True,25,32,38,52,73,25,73,52,38,32
quina,5750,10/01/2022,True,06,33,49,52,54,54,06,33,52,49
quina,5751,11/01/2022,True,04,22,46,71,78,71,04,22,78,46
quina,5752,12/01/2022,True,09,22,66,78,80,66,22,78,80,09
quina,5753,13/01/2022,False,15,26,28,45,64,64,26,45,28,15
quina,5754,14/01/2022,True,10,17,41,60,66,60,17,66,41,10
quina,5755,15/01/2022,True,08,14,35,44,53,08,53,35,14,44
quina,5756,17/01/2022,False,36,51,55,66,76,66,55,36,76,51
quina,5757,18/01/2022,True,01,15,23,50,53,50,15,01,53,23
quina,5758,19/01/2022,True,05,38,41,52,59,05,59,38,41,52
quina,5759,20/01/2022,True,11,15,42,73,74,74,42,73,15,11
quina,5760,21/01/2022,False,31,45,52,71,77,31,45,52,77,71
quina,5761,22/01/2022,True,28,31,38,68,77,68,31,28,77,38
quina,5762,24/01/2022,True,23,37,58,67,69,37,23,69,67,58
quina,5763,25/01/2022,True,05,12,38,42,78,12,78,05,42,38
quina,5764,26/01/2022,False,28,30,63,70,76,28,70,76,30,63
quina,5765,27/01/2022,True,13,38,44,68,78,44,13,38,68,78
quina,5766,28/01/2022,True,06,47,48,58,64,58,48,47,64,06
quina,5767,29/01/2022,True,07,14,27,40,73,73,40,27,14,07
quina,5768,31/01/2022,True,09,15,66,71,78,78,71,15,09,66
quina,5769,01/02/2022,True,15,16,20,31,55,20,16,15,31,55
quina,5770,02/02/2022,False,26,27,29,40,76,27,40,26,29,76
quina,5771,03/02/2022,True,06,12,24,32,69,12,24,06,32,69
quina,5772,04/02/2022,True,30,49,61,75,79,75,79,61,30,49
quina,5773,05/02/2022,True,06,17,48,52,76,48,76,06,17,52
quina,5774,07/02/2022,True,11,19,30,32,39,11,19,39,30,32
quina,5775,08/02/2022,True,02,44,58,66,70,02,70,44,58,66
quina,5776,09/02/2022,True,11,21,46,72,80,46,11,72,21,80
quina,5777,10/02/2022,False,26,51,60,69,71,71,60,69,26,51
quina,5778,11/02/2022,False,05,39,56,75,78,75,78,56,05,39
quina,5779,12/02/2022,True,10,12,25,42,74,74,12,42,25,10
quina,5780,14/02/2022,True,05,30,52,62,75,62,30,52,75,05
quina,5781,15/02/2022,True,10,30,33,48,52,10,33,52,48,30
quina,5782,16/02/2022,True,05,27,32,43,69,43,27,05,32,69
quina,5783,17/02/2022,True,11,12,40,59,60,12,11,40,59,60
quina,5784,18/02/2022,True,09,37,53,57,80,09,57,37,80,53
quina,5785,19/02/2022,True,04,34,36,48,80,36,34,48,04,80
quina,5786,21/02/2022,True,04,26,36,56,60,60,36,26,04,56
quina,5787,22/02/2022,False,09,11,39,40,55,09,55,39,40,11
quina,5788,23/02/2022,False,03,12,26,35,36,26,12,35,36,03
quina,5789,24/02/2022,True,17,49,51,62,79,17,49,62,79,51
quina,5790,25/02/2022,True,26,27,37,41,42,41,42,37,26,27
quina,5791,26/02/2022,True,21,30,54,58,65,54,65,30,21,58
quina,5792,02/03/2022,False,12,38,39,50,77,50,77,12,38,39
quina,5793,03/03/2022,True,13,22,51,66,72,22,13,51,72,66
quina,5794,04/03/2022,True,14,23,40,52,62,23,62,40,14,52
quina,5795,05/03/2022,False,07,13,17,59,79,17,59,79,13,07
quina,5796,07/03/2022,True,01,02,34,40,78,78,34,01,40,02
quina,5797,08/03/2022,True,08,28,37,43,79,43,79,08,28,37
quina,5798,09/03/2022,True,08,16,36,73,79,08,73,36,79,16
quina,5799,10/03/2022,True,08,14,25,70,72,70,08,72,25,14
quina,5800,11/03/2022,True,36,38,60,68,71,38,71,36,68,60
quina,5801,12/03/2022,True,13,15,30,35,43,30,13,15,43,35
quina,5802,14/03/2022,True,06,09,59,69,78,59,69,78,06,09
quina,5803,15/03/2022,True,06,07,17,56,71,17,06,71,07,56
quina,5804,16/03/2022,True,17,25,34,56,76,56,25,76,34,17
quina,5805,17/03/2022,False,03,07,37,63,68,07,63,03,37,68
quina,5806,18/03/2022,True,04,27,45,69,71,04,71,27,45,69
quina,5807,19/03/2022,True,07,34,42,57,77,77,07,34,42,57
quina,5808,21/03/2022,False,07,16,26,37,64,16,37,07,64,26
quina,5809,22/03/2022,True,35,37,67,72,80,35,72,67,37,80
quina,5810,23/03/2022,True,08,30,54,63,71,54,63,71,30,08
quina,5811,24/03/2022,True,29,55,56,63,75,29,75,55,63,56
quina,5812,25/03/2022,False,11,18,22,36,59,18,22,59,36,11
quina,5813,26/03/2022,True,02,37,58,74,80,74,80,58,02,37
quina,5814,28/03/2022,True,08,26,37,57,75,08,37,26,75,57
quina,5815,29/03/2022,True,10,18,24,45,77,77,45,24,10,18
quina,5816,30/03/2022,True,17,28,57,73,79,73,79,17,57,28
quina,5817,31/03/2022,False,05,22,56,65,73,05,73,56,65,22
quina,5818,01/04/2022,True,09,12,46,56,58,46,56,09,12,58
quina,5819,02/04/2022,True,13,15,44,56,60,44,15,13,60,56
quina,5820,04/04/2022,True,26,31,36,71,72,31,36,26,72,71
quina,5821,05/04/2022,True,09,15,19,61,63,61,15,09,19,63
quina,5822,06/04/2022,True,07,36,54,66,67,07,54,67,36,66
quina,5823,07/04/2022,True,04,11,29,31,69,31,29,69,11,04
quina,5824,08/04/2022,True,12,16,60,69,70,12,60,16,70,69
quina,5825,09/04/2022,False,13,16,53,73,75,73,16,53,75,13
quina,5826,11/04/2022,True,09,11,12,38,56,12,09,11,56,38
quina,5827,12/04/2022,True,14,20,46,49,50,14,46,50,49,20
quina,5828,13/04/2022,True,15,39,44,65,72,65,15,39,44,72
quina,5829,14/04/2022,True,03,04,53,55,58,03,55,58,04,53
quina,5830,16/04/2022,True,04,26,56,58,79,04,79,56,26,58
quina,5831,18/04/2022,True,07,08,37,59,66,08,66,37,07,59
quina,5832,19/04/2022,False,01,17,58,63,78,78,17,01,63,58
quina,5833,20/04/2022,True,14,45,67,74,79,14,67,45,74,79
quina,5834,22/04/2022,True,09,13,23,35,80,35,13,09,80,23
quina,5835,23/04/2022,False,01,03,10,21,35,03,10,35,01,21
quina,5836,25/04/2022,True,14,34,60,61,64,60,34,14,64,61
quina,5837,26/04/2022,True,12,31,72,74,80,80,74,31,12,72
quina,5838,27/04/2022,True,09,10,23,33,47,10,23,47,33,09
quina,5839,28/04/2022,False,12,13,15,23,50,12,13,23,50,15
quina,5840,29/04/2022,True,04,15,39,43,46,46,15,39,43,04
quina,5841,30/04/2022,True,01,54,60,73,75,54,73,60,75,01
quina,5842,02/05/2022,True,15,22,65,76,80,76,22,15,80,65
quina,5843,03/05/2022,True,07,23,30,52,60,07,23,30,60,52
quina,5844,04/05/2022,True,34,38,39,58,67,58,67,34,39,38
quina,5845,05/05/2022,False,22,51,67,69,70,51,67,69,22,70
quina,5846,06/05/2022,False,05,57,59,66,73,05,73,57,66,59
quina,5847,07/05/2022,True,17,56,59,75,78,17,75,78,56,59
quina,5848,09/05/2022,False,04,22,35,40,54,35,54,40,04,22
quina,5849,10/05/2022,True,24,32,44,45,69,32,44,45,24,69
quina,5850,11/05/2022,True,10,44,58,59,61,10,61,58,59,44
quina,5851,12/05/2022,True,05,27,56,59,71,27,56,05,71,59
quina,5852,13/05/2022,True,02,32,41,42,70,41,42,32,02,70
quina,5853,14/05/2022,True,37,38,43,44,55,38,37,55,43,44
quina,5854,16/05/2022,True,28,35,43,50,59,43,59,35,28,50
quina,5855,17/05/2022,True,17,22,24,34,36,22,17,24,34,36
quina,5856,18/05/2022,True,12,38,47,56,66,66,38,47,56,12
quina,5857,19/05/2022,False,06,14,39,68,72,14,39,72,06,68
quina,5858,20/05/2022,True,14,30,38,40,75,14,75,38,30,40
quina,5859,21/05/2022,True,31,36,46,53,66,53,31,66,46,36
quina,5860,23/05/2022,True,08,34,43,57,66,34,57,66,08,43
quina,5861,24/05/2022,True,11,39,44,50,74,11,50,74,44,39
quina,5862,25/05/2022,True,28,45,49,61,76,45,28,61,49,76
quina,5863,26/05/2022,True,20,23,33,54,60,23,54,20,60,33
quina,5864,27/05/2022,False,33,54,65,71,74,65,71,74,54,33
quina,5865,28/05/2022,False,11,24,35,62,63,63,62,11,24,35
quina,5866,30/05/2022,True,14,16,30,48,63,48,63,14,16,30
quina,5867,31/05/2022,True,05,11,62,67,78,05,67,62,11,78
quina,5868,01/06/2022,True,09,12,42,54,62,42,54,62,12,09
quina,5869,02/06/2022,False,51,56,62,69,74,69,56,62,74,51
quina,5870,03/06/2022,True,09,19,63,66,71,09,19,71,63,66
quina,5871,04/06/2022,True,02,07,35,62,67,02,62,67,07,35
quina,5872,06/06/2022,True,11,20,59,68,79,59,68,11,79,20
quina,5873,07/06/2022,True,15,28,29,42,43,42,28,43,29,15
quina,5874,08/06/2022,True,16,23,48,59,62,59,48,16,23,62
quina,5875,09/06/2022,True,04,37,42,62,72,62,04,42,37,72
quina,5876,10/06/2022,True,09,23,34,35,78,09,78,23,35,34
quina,5877,11/06/2022,True,03,09,28,57,64,09,57,03,64,28
quina,5878,13/06/2022,False,02,15,24,49,60,15,60,02,49,24
quina,5879,14/06/2022,True,21,30,62,63,73,62,73,63,21,30
quina,5880,15/06/2022,True,46,56,65,69,76,76,56,65,46,69
quina,5881,25/06/2022,False,35,36,49,75,80,36,75,80,49,35
quina,5882,27/06/2022,True,05,21,45,75,78,78,05,75,21,45
quina,5883,28/06/2022,True,12,24,31,71,80,24,12,31,80,71
quina,5884,29/06/2022,True,18,42,45,60,77,45,60,42,77,18
quina,5885,30/06/2022,True,19,22,42,69,72,72,69,19,22,42
quina,5886,01/07/2022,True,11,17,18,57,68,11,17,57,68,18
quina,5887,02/07/2022,False,07,30,48,57,72,30,48,07,72,57
quina,5888,04/07/2022,True,23,26,41,43,48,26,43,41,48,23
quina,5889,05/07/2022,True,04,06,29,58,66,58,29,66,06,04
quina,5890,06/07/2022,True,19,27,30,41,66,19,41,66,30,27
quina,5891,07/07/2022,False,05,14,26,29,66,14,26,29,05,66
quina,5892,08/07/2022,True,07,21,54,75,78,75,78,07,21,54
quina,5893,09/07/2022,True,23,24,32,40,72,24,40,32,72,23
quina,5894,11/07/2022,True,12,37,47,59,77,37,47,59,12,77
quina,5895,12/07/2022,True,11,38,39,44,45,45,11,38,39,44
quina,5896,13/07/2022,True,51,56,68,71,74,51,71,56,74,68
quina,5897,14/07/2022,True,09,12,21,57,62,62,57,09,12,21
quina,5898,15/07/2022,True,07,31,69,72,73,72,73,31,69,07
quina,5899,16/07/2022,False,12,17,27,29,31,31,27,17,12,29
quina,5900,18/07/2022,True,21,27,37,73,76,76,21,73,27,37
quina,5901,19/07/2022,True,16,20,42,51,60,51,20,60,42,16
quina,5902,20/07/2022,True,07,48,59,64,74,59,07,74,48,64
quina,5903,21/07/2022,True,13,29,65,67,68,29,67,68,13,65
quina,5904,22/07/2022,False,02,20,30,32,40,02,32,30,40,20
quina,5905,23/07/2022,True,11,20,26,27,64,11,20,27,26,64
quina,5906,25/07/2022,True,10,15,51,55,60,55,10,15,51,60
quina,5907,26/07/2022,False,28,37,67,73,74,37,28,73,67,74
quina,5908,27/07/2022,True,03,06,49,59,70,03,70,59,06,49
quina,5909,28/07/2022,False,04,05,17,74,77,04,74,17,77,05
quina,5910,29/07/2022,False,03,25,50,56,78,50,78,03,25,56
quina,5911,30/07/2022,True,07,17,39,59,61,59,07,17,61,39
quina,5912,01/08/2022,True,19,23,40,53,74,23,19,74,53,40
quina,5913,02/08/2022,True,11,27,33,70,73,33,70,73,27,11
quina,5914,03/08/2022,True,20,46,53,61,73,46,61,20,53,73
quina,5915,04/08/2022,True,07,17,20,21,58,20,58,21,07,17
quina,5916,05/08/2022,True,03,12,14,38,56,56,12,03,38,14
quina,5917,06/08/2022,True,04,27,28,32,54,54,28,04,27,32
quina,5918,08/08/2022,False,11,42,44,51,70,42,70,51,11,44
quina,5919,09/08/2022,True,01,06,29,30,74,06,01,30,74,29
quina,5920,10/08/2022,False,26,28,30,43,62,43,26,28,30,62
quina,5921,11/08/2022,True,07,30,34,42,69,07,34,30,69,42
quina,5922,12/08/2022,True,07,25,35,54,60,25,35,07,54,60
quina,5923,13/08/2022,True,01,16,36,54,58,36,16,01,58,54
quina,5924,15/08/2022,True,25,46,49,73,77,77,25,49,46,73
quina,5925,16/08/2022,True,14,36,42,47,67,47,42,67,36,14
quina,5926,17/08/2022,False,06,19,20,26,34,34,20,06,19,26
quina,5927,18/08/2022,True,06,39,55,58,69,55,69,58,39,06
quina,5928,19/08/2022,False,54,62,66,74,75,74,54,62,66,75
quina,5929,20/08/2022,True,05,38,42,52,72,38,72,05,42,52
quina,5930,22/08/2022,True,17,20,21,46,80,46,20,17,21,80
quina,5931,23/08/2022,True,21,23,24,43,54,43,54,23,21,24
quina,5932,24/08/2022,False,10,24,30,40,70,70,40,30,24,10
quina,5933,25/08/2022,True,09,33,37,54,68,68,33,09,37,54
quina,5934,26/08/2022,True,34,50,54,58,62,34,58,62,50,54
quina,5935,27/08/2022,False,02,04,32,34,53,32,53,02,04,34
quina,5936,29/08/2022,True,10,13,16,28,47,10,28,16,47,13
quina,5937,30/08/2022,True,30,43,48,52,71,71,30,52,43,48
quina,5938,31/08/2022,True,24,46,47,64,78,47,64,24,78,46
quina,5939,01/09/2022,True,06,32,34,51,60,34,51,60,06,32
quina,5940,02/09/2022,True,20,22,42,55,57,20,42,57,22,55
quina,5941,03/09/2022,True,10,12,48,54,65,12,10,48,65,54
quina,5942,05/09/2022,True,07,14,50,54,61,07,50,14,54,61
quina,5943,06/09/2022,True,08,13,27,29,67,27,67,08,13,29
quina,5944,08/09/2022,True,18,30,31,46,73,46,18,30,73,31
quina,5945,09/09/2022,False,02,22,23,37,58,22,23,02,37,58
quina,5946,10/09/2022,True,07,23,26,54,80,26,54,80,23,07
quina,5947,12/09/2022,True,08,12,26,64,74,08,64,26,12,74
quina,5948,13/09/2022,True,12,23,52,75,76,12,52,75,76,23
quina,5949,14/09/2022,True,06,38,43,48,55,55,48,38,43,06
quina,5950,15/09/2022,True,08,15,16,49,77,49,77,16,08,15
quina,5951,16/09/2022,True,07,21,33,47,68,33,68,21,07,47
quina,5952,17/09/2022,False,26,42,44,74,75,74,42,75,44,26
quina,5953,19/09/2022,True,01,10,27,72,77,72,27,77,10,01
quina,5954,20/09/2022,True,13,42,49,60,71,42,49,60,13,71
quina,5955,21/09/2022,True,05,14,32,49,79,05,32,14,49,79
quina,5956,22/09/2022,True,07,25,28,50,62,28,07,62,50,25
quina,5957,23/09/2022,True,39,40,45,63,74,40,74,45,63,39
quina,5958,24/09/2022,True,01,11,14,35,69,14,35,01,69,11
quina,5959,26/09/2022,True,06,13,24,31,48,24,31,48,06,13
quina,5960,27/09/2022,True,06,11,57,73,78,73,57,06,78,11
quina,5961,28/09/2022,False,08,09,27,76,77,09,08,27,76,77
quina,5962,29/09/2022,True,11,17,24,32,49,17,24,32,49,11
quina,5963,30/09/2022,True,04,05,18,64,74,04,64,18,05,74
quina,5964,01/10/2022,True,07,12,36,67,72,07,67,36,12,72
quina,5965,03/10/2022,True,03,20,34,53,60,34,20,03,53,60
quina,5966,04/10/2022,True,02,20,24,29,49,49,24,29,20,02
quina,5967,05/10/2022,False,15,36,51,55,67,51,36,55,15,67
quina,5968,06/10/2022,True,25,35,51,55,65,65,35,51,25,55
quina,5969,07/10/2022,True,03,05,19,70,75,19,05,70,03,75
quina,5970,08/10/2022,True,13,20,29,38,77,38,20,29,13,77
quina,5971,10/10/2022,True,25,39,45,61,63,63,45,39,25,61
quina,5972,11/10/2022,True,02,03,16,26,62,02,16,26,03,62
quina,5973,13/10/2022,True,22,50,52,64,75,22,75,52,50,64
quina,5974,14/10/2022,True,05,27,35,37,48,48,27,37,05,35
quina,5975,15/10/2022,True,18,20,39,57,68,68,39,18,20,57
quina,5976,17/10/2022,True,08,38,54,61,67,54,08,67,38,61
quina,5977,18/10/2022,False,28,30,41,52,73,28,73,30,52,41
quina,5978,19/10/2022,True,13,45,47,48,75,75,45,48,47,13
quina,5979,20/10/2022,True,12,26,43,46,66,26,66,12,43,46
quina,5980,21/10/2022,True,13,15,19,33,40,15,33,40,13,19
quina,5981,22/10/2022,True,08,21,54,60,76,21,60,76,08,54
quina,5982,24/10/2022,True,11,16,37,59,66,37,16,66,11,59
quina,5983,25/10/2022,True,21,25,28,35,48,48,25,35,21,28
quina,5984,26/10/2022,False,32,35,37,65,66,32,37,35,65,66
quina,5985,27/10/2022,True,05,24,40,55,73,55,40,05,73,24
quina,5986,28/10/2022,True,08,46,53,59,77,46,77,59,53,08
quina,5987,29/10/2022,False,17,28,63,65,68,28,17,68,63,65
quina,5988,31/10/2022,True,44,53,55,61,64,55,64,44,53,61
quina,5989,01/11/2022,True,04,21,23,29,79,79,23,21,04,29
quina,5990,03/11/2022,True,17,20,57,66,74,66,74,20,17,57
quina,5991,04/11/2022,True,02,11,34,36,53,34,02,11,53,36
quina,5992,05/11/2022,True,13,14,29,53,56,53,56,14,29,13
quina,5993,07/11/2022,True,15,23,41,47,67,15,67,23,41,47
quina,5994,08/11/2022,True,01,08,32,58,63,58,08,63,32,01
quina,5995,09/11/2022,False,03,19,33,58,80,33,03,80,19,58
quina,5996,10/11/2022,True,26,28,33,63,71,33,71,26,28,63
quina,5997,11/11/2022,True,06,08,13,34,50,06,50,13,08,34
quina,5998,12/11/2022,True,09,12,39,66,71,39,09,66,71,12
quina,5999,14/11/2022,True,24,30,33,60,69,60,24,30,33,69
quina,6000,16/11/2022,True,20,24,36,45,46,45,36,46,24,20
quina,6001,17/11/2022,True,03,15,20,57,58,58,20,57,03,15
quina,6002,18/11/2022,True,01,02,40,51,64,51,02,01,40,64
quina,6003,19/11/2022,False,13,24,36,38,54,13,24,36,38,54
quina,6004,21/11/2022,True,04,15,17,24,38,38,24,17,04,15
quina,6005,22/11/2022,True,43,47,55,72,80,72,55,47,80,43
quina,6006,23/11/2022,True,06,15,23,25,60,15,25,60,06,23
quina,6007,24/11/2022,True,45,49,52,54,66,54,66,52,49,45
quina,6008,25/11/2022,True,17,19,21,31,57,17,21,31,19,57
quina,6009,26/11/2022,True,02,34,37,61,74,74,34,02,61,37
quina,6010,28/11/2022,True,05,51,72,73,80,05,80,51,73,72
quina,6011,29/11/2022,True,31,46,55,57,66,66,55,46,57,31
quina,6012,30/11/2022,False,20,23,29,39,54,54,20,29,39,23
quina,6013,01/12/2022,True,05,17,34,62,69,17,34,69,62,05
quina,6014,02/12/2022,False,04,11,19,22,53,22,19,53,11,04
quina,6015,03/12/2022,False,06,08,15,20,24,15,06,08,24,20
quina,6016,05/12/2022,True,12,17,18,26,27,12,26,18,27,17
quina,6017,06/12/2022,True,14,16,18,28,35,18,28,16,14,35
quina,6018,07/12/2022,True,38,47,54,57,78,78,54,47,38,57
quina,6019,08/12/2022,True,21,30,68,74,79,30,68,79,74,21
quina,6020,09/12/2022,True,03,21,26,49,57,57,03,21,49,26
quina,6021,10/12/2022,False,05,08,10,55,80,08,55,05,10,80
quina,6022,12/12/2022,True,18,34,43,60,65,43,34,60,18,65
quina,6023,13/12/2022,True,02,13,40,43,70,13,43,02,40,70
quina,6024,14/12/2022,True,14,34,47,48,60,60,34,48,14,47
quina,6025,15/12/2022,True,16,35,48,52,66,48,16,52,66,35
quina,6026,16/12/2022,True,11,16,58,68,77,58,68,77,11,16
quina,6027,17/12/2022,True,28,30,56,70,75,75,28,56,70,30
quina,6028,19/12/2022,False,13,19,42,58,64,19,42,64,13,58
quina,6029,20/12/2022,True,05,07,23,75,79,79,07,23,05,75
quina,6030,21/12/2022,True,12,29,34,55,78,34,55,29,12,78
quina,6031,22/12/2022,True,42,55,69,73,78,69,78,73,55,42
quina,6032,23/12/2022,True,03,19,25,35,80,03,80,35,25,19
quina,6033,24/12/2022,True,04,13,16,17,24,17,13,16,24,04
quina,6034,26/12/2022,False,04,12,30,45,55,55,30,12,04,45
quina,6035,27/12/2022,True,33,50,57,75,77,33,75,50,77,57
quina,6036,28/12/2022,True,06,16,18,22,75,22,18,16,06,75
quina,6037,29/12/2022,True,03,28,34,37,46,28,03,46,34,37
quina,6038,30/12/2022,True,32,41,50,61,64,32,50,41,61,64
quina,6039,31/12/2022,False,14,24,38,69,78,24,78,14,69,38
quina,6040,02/01/2023,True,29,32,35,69,78,32,35,69,29,78
quina,6041,03/01/2023,True,04,07,50,56,66,04,66,56,50,07
quina,6042,04/01/2023,True,17,27,29,36,61,36,27,17,61,29
quina,6043,05/01/2023,True,01,20,50,63,68,20,68,50,01,63
quina,6044,06/01/2023,True,03,19,26,43,74,03,26,19,43,74
quina,6045,07/01/2023,False,05,06,25,26,34,25,34,26,05,06
quina,6046,09/01/2023,True,01,40,69,73,76,69,73,76,40,01
quina,6047,10/01/2023,True,16,17,24,44,65,44,65,24,17,16
quina,6048,11/01/2023,True,01,02,18,50,63,50,63,01,02,18
quina,6049,12/01/2023,True,07,44,49,57,75,57,49,75,07,44
quina,6050,13/01/2023,False,09,39,56,59,76,59,76,09,39,56
quina,6051,14/01/2023,True,01,07,49,59,61,61,49,01,59,07
quina,6052,16/01/2023,True,03,12,36,42,77,42,77,12,03,36
quina,6053,17/01/2023,True,35,42,44,70,76,44,35,76,42,70
quina,6054,18/01/2023,False,11,16,59,74,75,74,75,11,59,16
quina,6055,19/01/2023,True,02,04,35,45,79,35,04,45,02,79
quina,6056,20/01/2023,True,15,40,45,56,63,45,40,15,56,63
quina,6057,21/01/2023,True,14,25,28,46,52,28,52,46,25,14
quina,6058,23/01/2023,True,11,41,47,59,77,77,59,47,11,41
